rowid,SiteName,Province_y,Ecoregion,Type,Latitude,Longitude,Year,Date,Phylum,Class,Order,Family,Genus,Species,Count,EPT_index,EPT_to_Total_Ratio,EPT_Class,SamplingDevice,StreamOrder,Velocity-Avg,Depth-Avg,General-Conductivity,Chl-a,General-DO,General-TempWater,General-Turbidity,General-pH,Nitrogen-TN,Phosphorus-TP,As,Se
47630,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Diptera,Empididae,Hemerodromia,,73.68,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47631,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Diptera,Tipulidae,Antocha,,110.52,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47632,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Annelida,Clitellata,Opisthopora,Lumbricidae,,,20,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47633,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Annelida,Clitellata,,Enchytraeidae,,,60,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47634,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Malacostraca,Isopoda,,,,40,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47635,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates,,160,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47636,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Arachnida,Trombidiformes,Torrenticolidae,Testudacarus,,20,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47637,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Odonata,Calopterygidae,Calopteryx,,20,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47638,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Ephemeroptera,Baetidae,Acerpenna,,1340,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47639,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Ephemeroptera,Baetidae,Baetis,,100,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47640,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,,220,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47641,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Ephemerella,,360,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47642,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,,,40,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47643,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Eurylophella,,120,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47644,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Ephemeroptera,Baetidae,Heterocloeon,,60,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47645,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Ephemeroptera,Isonychiidae,Isonychia,,20,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47646,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,680,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47647,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,,20,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47648,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Plecoptera,Perlodidae,Isoperla,,80,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47649,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Plecoptera,Capniidae,Paracapnia,,80,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47650,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Plecoptera,Perlodidae,,,60,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47651,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Megaloptera,Corydalidae,Nigronia,,20,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47652,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Ceratopsyche,,580,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47653,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Trichoptera,Philopotamidae,Chimarra,,20,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47654,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Trichoptera,Philopotamidae,Dolophilodes,,240,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47655,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,,220,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47656,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,120,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47657,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,,20,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47658,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Coleoptera,Elmidae,Optioservus,,40,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47659,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Coleoptera,Elmidae,Promoresia,,140,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47660,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Diptera,Ceratopogonidae,Palpomyia,,160,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47661,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Diptera,Chironomidae,Diamesa,,20,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47662,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,,20,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47663,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Diptera,Chironomidae,Paracricotopus,,40,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47664,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Diptera,Chironomidae,Paratendipes,,20,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47665,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Diptera,Chironomidae,Trissopelopia,,20,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47666,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Diptera,Chironomidae,Tvetenia,,40,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47667,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Diptera,Empididae,Hemerodromia,,40,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47668,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Diptera,Empididae,Neoplasta,,40,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47669,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Diptera,Psychodidae,Pericoma,,60,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47670,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,,20,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47671,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,,60,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47672,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Diptera,Tipulidae,Hexatoma,,40,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47673,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Diptera,Tipulidae,Limonia,,20,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47674,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Arthropoda,Insecta,Diptera,Tipulidae,Pseudolimnophila,,40,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47675,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Fossaria,,20,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47676,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Mollusca,Gastropoda,Basommatophora,Physidae,Physella,,60,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47677,Mill Creek,ON,Manitoulin-Lake Simcoe,River,44.44485,-80.4113,2012,10/15/2012,Mollusca,Bivalvia,Veneroida,Pisidiidae,Pisidium,,40,0.6535,65.3521,Good,Kick Net,1,0.14,27.67,538,,10.7,9.77,12.3,8.5,,0.03,3.3,5
47678,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Annelida,Clitellata,Opisthopora,Lumbricidae,,,5,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47679,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Annelida,Clitellata,,Enchytraeidae,,,48,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47680,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,,28,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47681,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Malacostraca,Isopoda,,,,2,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47682,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Malacostraca,Decapoda,Cambaridae,Cambarus,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47683,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Collembola,Collembola,Entomobryidae,,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47684,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Collembola,Collembola,Isotomidae,,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47685,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Ephemeroptera,Baetidae,Acerpenna,,3,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47686,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,,5,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47687,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47688,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Ephemeroptera,Isonychiidae,Isonychia,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47689,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47690,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,35,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47691,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,,233,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47692,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Plecoptera,Perlodidae,Isoperla,,27,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47693,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Lepidoptera,,,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47694,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Hydroptila,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47695,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Trichoptera,Polycentropodidae,Polycentropus,,2,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47696,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Coleoptera,,,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47697,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Coleoptera,Elmidae,Dubiraphia,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47698,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Coleoptera,Dytiscidae,Liodessus,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47699,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Coleoptera,Elmidae,Optioservus,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47700,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Diptera,Ceratopogonidae,Palpomyia,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47701,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,2,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47702,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Diptera,Chironomidae,Diplocladius,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47703,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Diptera,Chironomidae,Microtendipes,,3,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47704,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47705,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Diptera,Chironomidae,Parachaetocladius,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47706,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,,6,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47707,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Diptera,Chironomidae,Rheotanytarsus,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47708,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Diptera,Chironomidae,Thienemannimyia,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47709,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Diptera,Chironomidae,Zavrelimyia,,3,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47710,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Diptera,Dixidae,Dixella,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47711,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Diptera,Simuliidae,Stegopterna,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47712,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Diptera,Tipulidae,Antocha,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47713,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,,15,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47714,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,,,1,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47715,Unnamed Creek,ON,Manitoulin-Lake Simcoe,River,44.66666667,-80.6354,2012,10/16/2012,Arthropoda,Insecta,Diptera,Chironomidae,Parametriocnemus,,50,0.6319,63.1902,Good,Kick Net,1,0.33,16.33,301,,11.51,2.77,14.7,8.41,,0.01,9.7,5
47716,Sucker Creek,ON,Manitoulin-Lake Simcoe,River,44.64173333,-80.69985167,2012,10/16/2012,Annelida,Clitellata,,Enchytraeidae,,,17.02,0.1888,18.8834,Poor,Kick Net,1,0.06,8.67,428,,9.67,10.2,2.4,7.75,,0.005,4.8,5
47717,Sucker Creek,ON,Manitoulin-Lake Simcoe,River,44.64173333,-80.69985167,2012,10/16/2012,Annelida,Clitellata,Opisthopora,Lumbricidae,,,6.38,0.1888,18.8834,Poor,Kick Net,1,0.06,8.67,428,,9.67,10.2,2.4,7.75,,0.005,4.8,5
47718,Sucker Creek,ON,Manitoulin-Lake Simcoe,River,44.64173333,-80.69985167,2012,10/16/2012,Annelida,Clitellata,Tubificida,Naididae,Immatures without cheatal hairs,,55.31,0.1888,18.8834,Poor,Kick Net,1,0.06,8.67,428,,9.67,10.2,2.4,7.75,,0.005,4.8,5
47719,Sucker Creek,ON,Manitoulin-Lake Simcoe,River,44.64173333,-80.69985167,2012,10/16/2012,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,,8.51,0.1888,18.8834,Poor,Kick Net,1,0.06,8.67,428,,9.67,10.2,2.4,7.75,,0.005,4.8,5
47720,Sucker Creek,ON,Manitoulin-Lake Simcoe,River,44.64173333,-80.69985167,2012,10/16/2012,Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,,12.76,0.1888,18.8834,Poor,Kick Net,1,0.06,8.67,428,,9.67,10.2,2.4,7.75,,0.005,4.8,5
47721,Sucker Creek,ON,Manitoulin-Lake Simcoe,River,44.64173333,-80.69985167,2012,10/16/2012,Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,,31.91,0.1888,18.8834,Poor,Kick Net,1,0.06,8.67,428,,9.67,10.2,2.4,7.75,,0.005,4.8,5
47722,Sucker Creek,ON,Manitoulin-Lake Simcoe,River,44.64173333,-80.69985167,2012,10/16/2012,Arthropoda,Collembola,Collembola,Entomobryidae,,,4.25,0.1888,18.8834,Poor,Kick Net,1,0.06,8.67,428,,9.67,10.2,2.4,7.75,,0.005,4.8,5
